DateTime,Date,Time,Currency,Impact,Event
2025-08-07T13:30:00+00:00,2025-08-07,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-08-13T13:30:00+00:00,2025-08-13,13:30,USD,High Impact Expected,CPI m/m
2025-08-14T13:30:00+00:00,2025-08-14,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-08-21T13:30:00+00:00,2025-08-21,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-08-28T13:30:00+00:00,2025-08-28,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-08-29T13:30:00+00:00,2025-08-29,13:30,USD,High Impact Expected,Core PCE m/m
2025-09-04T13:30:00+00:00,2025-09-04,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-09-05T13:30:00+00:00,2025-09-05,13:30,USD,High Impact Expected,Non-Farm Employment Change
2025-09-11T13:30:00+00:00,2025-09-11,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-09-15T13:30:00+00:00,2025-09-15,13:30,USD,High Impact Expected,CPI m/m
2025-09-17T19:00:00+00:00,2025-09-17,19:00,USD,High Impact Expected,FOMC Statement
2025-09-18T13:30:00+00:00,2025-09-18,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-09-25T13:30:00+00:00,2025-09-25,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-09-26T13:30:00+00:00,2025-09-26,13:30,USD,High Impact Expected,Core PCE m/m
2025-10-02T13:30:00+00:00,2025-10-02,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-10-03T13:30:00+00:00,2025-10-03,13:30,USD,High Impact Expected,Non-Farm Employment Change
2025-10-09T13:30:00+00:00,2025-10-09,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-10-13T13:30:00+00:00,2025-10-13,13:30,USD,High Impact Expected,CPI m/m
2025-10-16T13:30:00+00:00,2025-10-16,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-10-23T13:30:00+00:00,2025-10-23,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-10-29T19:00:00+00:00,2025-10-29,19:00,USD,High Impact Expected,FOMC Statement
2025-10-30T13:30:00+00:00,2025-10-30,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-10-31T13:30:00+00:00,2025-10-31,13:30,USD,High Impact Expected,Core PCE m/m
2025-11-06T13:30:00+00:00,2025-11-06,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-11-07T13:30:00+00:00,2025-11-07,13:30,USD,High Impact Expected,Non-Farm Employment Change
2025-11-13T13:30:00+00:00,2025-11-13,13:30,USD,High Impact Expected,CPI m/m
2025-11-13T13:30:00+00:00,2025-11-13,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-11-20T13:30:00+00:00,2025-11-20,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-11-27T13:30:00+00:00,2025-11-27,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-11-28T13:30:00+00:00,2025-11-28,13:30,USD,High Impact Expected,Core PCE m/m
2025-12-01T15:00:00+00:00,2025-12-01,15:00,USD,High Impact Expected,ISM Manufacturing PMI
2025-12-04T13:30:00+00:00,2025-12-04,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-12-05T13:30:00+00:00,2025-12-05,13:30,USD,High Impact Expected,Non-Farm Employment Change
2025-12-11T13:30:00+00:00,2025-12-11,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-12-15T13:30:00+00:00,2025-12-15,13:30,USD,High Impact Expected,CPI m/m
2025-12-17T19:00:00+00:00,2025-12-17,19:00,USD,High Impact Expected,FOMC Statement
2025-12-18T13:30:00+00:00,2025-12-18,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-12-25T13:30:00+00:00,2025-12-25,13:30,USD,High Impact Expected,Initial Jobless Claims
2025-12-26T13:30:00+00:00,2025-12-26,13:30,USD,High Impact Expected,Core PCE m/m
2026-01-01T13:30:00+00:00,2026-01-01,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-01-02T13:30:00+00:00,2026-01-02,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-01-08T13:30:00+00:00,2026-01-08,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-01-13T13:30:00+00:00,2026-01-13,13:30,USD,High Impact Expected,CPI m/m
2026-01-15T13:30:00+00:00,2026-01-15,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-01-22T13:30:00+00:00,2026-01-22,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-01-28T19:00:00+00:00,2026-01-28,19:00,USD,High Impact Expected,FOMC Statement
2026-01-29T13:30:00+00:00,2026-01-29,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-01-30T13:30:00+00:00,2026-01-30,13:30,USD,High Impact Expected,Core PCE m/m
2026-02-05T13:30:00+00:00,2026-02-05,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-02-06T13:30:00+00:00,2026-02-06,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-02-12T13:30:00+00:00,2026-02-12,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-02-13T13:30:00+00:00,2026-02-13,13:30,USD,High Impact Expected,CPI m/m
2026-02-19T13:30:00+00:00,2026-02-19,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-02-26T13:30:00+00:00,2026-02-26,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-02-27T13:30:00+00:00,2026-02-27,13:30,USD,High Impact Expected,Core PCE m/m
2026-03-05T13:30:00+00:00,2026-03-05,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-03-06T13:30:00+00:00,2026-03-06,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-03-12T13:30:00+00:00,2026-03-12,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-03-13T13:30:00+00:00,2026-03-13,13:30,USD,High Impact Expected,CPI m/m
2026-03-18T19:00:00+00:00,2026-03-18,19:00,USD,High Impact Expected,FOMC Statement
2026-03-19T13:30:00+00:00,2026-03-19,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-03-26T13:30:00+00:00,2026-03-26,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-03-27T13:30:00+00:00,2026-03-27,13:30,USD,High Impact Expected,Core PCE m/m
2026-04-02T13:30:00+00:00,2026-04-02,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-04-03T13:30:00+00:00,2026-04-03,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-04-09T13:30:00+00:00,2026-04-09,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-04-13T13:30:00+00:00,2026-04-13,13:30,USD,High Impact Expected,CPI m/m
2026-04-16T13:30:00+00:00,2026-04-16,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-04-23T13:30:00+00:00,2026-04-23,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-04-24T13:30:00+00:00,2026-04-24,13:30,USD,High Impact Expected,Core PCE m/m
2026-04-29T19:00:00+00:00,2026-04-29,19:00,USD,High Impact Expected,FOMC Statement
2026-04-30T13:30:00+00:00,2026-04-30,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-05-01T13:30:00+00:00,2026-05-01,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-05-07T13:30:00+00:00,2026-05-07,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-05-13T13:30:00+00:00,2026-05-13,13:30,USD,High Impact Expected,CPI m/m
2026-05-14T13:30:00+00:00,2026-05-14,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-05-21T13:30:00+00:00,2026-05-21,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-05-28T13:30:00+00:00,2026-05-28,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-05-29T13:30:00+00:00,2026-05-29,13:30,USD,High Impact Expected,Core PCE m/m
2026-06-04T13:30:00+00:00,2026-06-04,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-06-05T13:30:00+00:00,2026-06-05,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-06-11T13:30:00+00:00,2026-06-11,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-06-15T13:30:00+00:00,2026-06-15,13:30,USD,High Impact Expected,CPI m/m
2026-06-17T19:00:00+00:00,2026-06-17,19:00,USD,High Impact Expected,FOMC Statement
2026-06-18T13:30:00+00:00,2026-06-18,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-06-25T13:30:00+00:00,2026-06-25,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-06-26T13:30:00+00:00,2026-06-26,13:30,USD,High Impact Expected,Core PCE m/m
2026-07-02T13:30:00+00:00,2026-07-02,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-07-03T13:30:00+00:00,2026-07-03,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-07-09T13:30:00+00:00,2026-07-09,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-07-13T13:30:00+00:00,2026-07-13,13:30,USD,High Impact Expected,CPI m/m
2026-07-16T13:30:00+00:00,2026-07-16,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-07-23T13:30:00+00:00,2026-07-23,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-07-30T13:30:00+00:00,2026-07-30,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-07-31T13:30:00+00:00,2026-07-31,13:30,USD,High Impact Expected,Core PCE m/m
2026-08-06T13:30:00+00:00,2026-08-06,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-08-07T13:30:00+00:00,2026-08-07,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-08-13T13:30:00+00:00,2026-08-13,13:30,USD,High Impact Expected,CPI m/m
2026-08-13T13:30:00+00:00,2026-08-13,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-08-20T13:30:00+00:00,2026-08-20,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-08-27T13:30:00+00:00,2026-08-27,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-08-28T13:30:00+00:00,2026-08-28,13:30,USD,High Impact Expected,Core PCE m/m
2026-09-03T13:30:00+00:00,2026-09-03,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-09-04T13:30:00+00:00,2026-09-04,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-09-10T13:30:00+00:00,2026-09-10,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-09-14T13:30:00+00:00,2026-09-14,13:30,USD,High Impact Expected,CPI m/m
2026-09-17T13:30:00+00:00,2026-09-17,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-09-24T13:30:00+00:00,2026-09-24,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-09-25T13:30:00+00:00,2026-09-25,13:30,USD,High Impact Expected,Core PCE m/m
2026-10-01T13:30:00+00:00,2026-10-01,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-10-02T13:30:00+00:00,2026-10-02,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-10-08T13:30:00+00:00,2026-10-08,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-10-13T13:30:00+00:00,2026-10-13,13:30,USD,High Impact Expected,CPI m/m
2026-10-15T13:30:00+00:00,2026-10-15,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-10-22T13:30:00+00:00,2026-10-22,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-10-29T13:30:00+00:00,2026-10-29,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-10-30T13:30:00+00:00,2026-10-30,13:30,USD,High Impact Expected,Core PCE m/m
2026-11-05T13:30:00+00:00,2026-11-05,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-11-06T13:30:00+00:00,2026-11-06,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-11-12T13:30:00+00:00,2026-11-12,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-11-13T13:30:00+00:00,2026-11-13,13:30,USD,High Impact Expected,CPI m/m
2026-11-19T13:30:00+00:00,2026-11-19,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-11-26T13:30:00+00:00,2026-11-26,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-11-27T13:30:00+00:00,2026-11-27,13:30,USD,High Impact Expected,Core PCE m/m
2026-12-01T15:00:00+00:00,2026-12-01,15:00,USD,High Impact Expected,ISM Manufacturing PMI
2026-12-03T13:30:00+00:00,2026-12-03,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-12-04T13:30:00+00:00,2026-12-04,13:30,USD,High Impact Expected,Non-Farm Employment Change
2026-12-10T13:30:00+00:00,2026-12-10,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-12-14T13:30:00+00:00,2026-12-14,13:30,USD,High Impact Expected,CPI m/m
2026-12-17T13:30:00+00:00,2026-12-17,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-12-24T13:30:00+00:00,2026-12-24,13:30,USD,High Impact Expected,Initial Jobless Claims
2026-12-25T13:30:00+00:00,2026-12-25,13:30,USD,High Impact Expected,Core PCE m/m
2026-12-31T13:30:00+00:00,2026-12-31,13:30,USD,High Impact Expected,Initial Jobless Claims
